Sýra,Fransýzca Kelime,Tür,Türkçe Anlamý,V1 (Mastar),V2 (Geniþ Zaman),V3 (Geçmiþ Ortaç)
1939,alarmer,v,,,,
1939,alarmant,adj,,,,
1940,écologique,adj,,,,
1940,"un, une écologiste","nm, nf",,,,
1940,l'écologie,nf,,,,
1941,des lunettes,nf,,,,
1942,une sphère,nf,,,,
1943,des toilettes,nf,,,,
1944,un autobus,nm,,,,
1945,acide,adj,,,,
1945,un acide,nm,,,,
1946,banal,adj,,,,
1946,une banalité,nf,,,,
1947,un poulet,nm,,,,
1947,une poule,nf,,,,
1948,une brigade,nf,,,,
1949,trembler,v,,,,
1949,un tremblement,nm,,,,
1949,tremblant,adj,,,,
1950,une dose,nf,,,,
1950,un dosage,nm,,,,
1950,doser,v,,,,
1951,octroyer,v,,,,
1952,un standard,nm,,,,
1952,standard,adj,,,,
1953,un taxi,nm,,,,
1954,fatal,adj,,,,
1954,une fatalité,nf,,,,
1955,furieux,adj,,,,
1955,une furie,nf,,,,
1956,verbal,adj,,,,
1957,gai,adj,,,,
1957,une gaieté,nf,,,,
1957,gaiement,adv,,,,
1958,atlantique,adj,,,,
1958,transatlantique,adj,,,,
1959,rude,adj,,,,
1960,un panneau,nm,,,,
1961,avaler,v,,,,
1962,une légion,nf,,,,
1963,une lacune,nf,,,,
1964,un engin,nm,,,,
1965,une cloche,nf,,,,
1965,clocher,v,,,,
1965,un clocher,nm,,,,
1966,un sel,nm,,,,
1966,salé,adj,,,,
1967,un paradoxe,nm,,,,
1967,paradoxalement,adv,,,,
1967,paradoxal,adj,,,,
1968,un magistrat,nm,,,,
1968,une magistrature,nf,,,,
1968,magistral,adj,,,,
1969,un amant,nm,,,,
1970,une farce,nf,,,,
1971,un rat,nm,,,,
1972,radioactif,adj,,,,
1972,une radioactivité,nf,,,,
1973,naïf,adj,,,,
1973,une naïveté,nf,,,,
1974,un bijou,nm,,,,
1975,une messe,nf,,,,
1976,une valise,nf,,,,
1977,ébranler,v,,,,
1978,un revolver,nm,,,,
1979,un crâne,nm,,,,
1980,combustible,adj,,,,
1980,un combustible,nm,,,,
1981,rentable,adj,,,,
1981,une rentabilité,nf,,,,
1981,une rente,nf,,,,
1982,loyal,adj,,,,
1982,déloyal,adj,,,,
1982,une loyauté,nf,,,,
1982,loyaliste,adj,,,,
1982,"un, une loyaliste","nm, nf",,,,
1983,une souris,nf,,,,
1984,un semestre,nm,,,,
1985,une goutte,nf,,,,
1986,un moine,nm,,,,
1986,un monastère,nm,,,,
1987,un vice,nm,,,,
1987,vicieux,adj,,,,
1987,un vicieux,nm,,,,
1988,substituer,v,,,,
1988,une substitution,nf,,,,
1988,un substitut,nm,,,,
1989,subtil,adj,,,,
1989,une subtilité,nf,,,,
1990,basculer,v,,,,
1990,une bascule,nf,,,,
1991,polémique,adj,,,,
1991,une polémique,nf,,,,
1992,sévir,v,,,,
1993,un jumeau,nm,,,,
1993,jumeau,adj,,,,
1993,des jumelles,nf,,,,
1994,pendre,v,,,,
1995,intact,adj,,,,
1996,malin,adj,,,,
1997,incliner,v,,,,
1998,affreux,adj,,,,
1999,une évasion,nf,,,,
1999,s'évader,v,,,,
2000,un sanglot,nm,,,,
2001,une ironie,nf,,,,
2001,ironique,adj,,,,
2001,ironiser,v,,,,
2002,bannir,v,,,,
2003,une librairie,nf,,,,
2003,"un, une libraire","nm, nf",,,,
2004,une parenthèse,nf,,,,
2005,stupéfiant,adj,,,,
2005,un stupéfiant,nm,,,,
2005,stupéfaire,v,,,,
2006,déformer,v,,,,
2006,une déformation,nf,,,,
2007,un délit,nm,,,,
2007,un délinquant,nm,,,,
2007,une délinquance,nf,,,,
2008,une altitude,nf,,,,
2009,imputer,v,,,,
2009,imputable,adj,,,,
2010,un dessert,nm,,,,
2011,un coude,nm,,,,
2012,ôter,v,,,,
2013,purger,v,,,,
2014,fâcher,v,,,,
2014,fâcheux,adj,,,,
2014,un fâcheux,nm,,,,
2014,fâché,adj,,,,
2015,un palier,nm,,,,
2016,un costume,nm,,,,
2017,une thérapie,nf,,,,
2018,un curé,nm,,,,
2019,dissoudre,v,,,,
2019,une dissolution,nf,,,,
2020,une avalanche,nf,,,,
2020,avalancher,v,,,,
2021,une brèche,nf,,,,
2022,conjugal,adj,,,,
2023,pâle,adj,,,,
2023,pâlir,v,,,,
2024,un péché,nm,,,,
2025,"un, une genderme","nm, nf",,,,
2025,une gendarmerie,nf,,,,
2026,un score,nm,,,,
2027,une prostitution,nf,,,,
2027,un prostitué,nm,,,,
2027,prostitué,adj,,,,
2027,prostituer,v,,,,
2028,entraver,v,,,,
2028,une entrave,nf,,,,
2029,un embargo,nm,,,,
2030,un brouillard,nm,,,,
2030,brouiller,v,,,,
2030,un brouillage,nm,,,,
2030,embrouiller,v,,,,
2031,une trêve,nf,,,,
2032,ponctuel,adj,,,,
2033,un panier,nm,,,,
2034,un bouton,nm,,,,
2035,la théologie,nf,,,,
2035,théologique,adj,,,,
2035,un théologien,nm,,,,
2036,advenir,v,,,,
2037,une tache,nf,,,,
2037,tacher,v,,,,
2038,un slogan,nm,,,,
2039,un fromage,nm,,,,
2040,toxique,adj,,,,
2040,un toxique,nm,,,,
2040,une toxicomanie,nf,,,,
2040,"un, une toxicomane","nm, nf",,,,
2041,pharmaceutique,adj,,,,
2041,un pharmacien,nm,,,,
2041,une pharmacie,nf,,,,
2042,un parfum,nm,,,,
2042,parfumer,v,,,,
2043,antique,adj,,,,
2043,une antiquité,nf,,,,
2044,un instinct,nm,,,,
2045,un parquet,nm,,,,
2046,une frustration,nf,,,,
2046,frustrer,v,,,,
2046,frustrant,adj,,,,
2047,improviser,v,,,,
2047,une improvisation,nf,,,,
2048,une auto,nf,,,,
2049,analogue,adj,,,,
2049,une analogie,nf,,,,
2050,sonore,adj,,,,
2050,une sonorité,nf,,,,
2051,les moeurs,nf,,,,
2052,bénévole,adj,,,,
2052,"un, une bénévole","nm, nf",,,,
2053,une boue,nf,,,,
2054,dissiper,v,,,,
2055,un pneu,nm,,,,
2055,pneumatique,adj,,,,
2055,une pneumonie,nf,,,,
2055,un poumon,nm,,,,
2056,une fraude,nf,,,,
2056,frauduleux,adj,,,,
2057,un coton,nm,,,,
2058,stipuler,v,,,,
2059,une fraction,nf,,,,
2060,une nuance,nf,,,,
2060,nuancer,v,,,,
2061,un bordel,nm,,,,
2062,bosser,v,,,,
2062,une bosse,nf,,,,
2063,articuler,v,,,,
2063,une articulation,nf,,,,
2064,amplifier,v,,,,
2064,une amplification,nf,,,,
2065,une ceinture,nf,,,,
2066,un seigneur,nm,,,,
2066,une seigneurie,nf,,,,
2067,souterrain,adj,,,,
2067,un souterrain,nm,,,,
2068,restituer,v,,,,
2068,une restitution,nf,,,,
2069,un démon,nm,,,,
2070,indigène,adj,,,,
2070,"un, une indigène","nm, nf",,,,
2071,un chocolat,nm,,,,
2072,un chagrin,nm,,,,
2072,chagrin,adj,,,,
2073,une soupe,nf,,,,
2073,un souper,nm,,,,
2073,souper,v,,,,
2074,appréhender,v,,,,
2074,une appréhension,nf,,,,
2075,une flèche,nf,,,,
2076,un complot,nm,,,,
2077,un ski,nm,,,,
2077,un skieur,nm,,,,
2078,un syndrome,nm,,,,
2079,une météo,nf,,,,
2079,météorologique,adj,,,,
2080,borner,v,,,,
2080,une borne,nf,,,,
2081,triompher,v,,,,
2081,un triomphe,nm,,,,
2081,triomphant,adj,,,,
2082,dérober,v,,,,
2083,un sorcier,nm,,,,
2084,une consigne,nf,,,,
2084,consigner,v,,,,
2085,une harmonie,nf,,,,
2085,harmoniser,v,,,,
2085,une harmonisation,nf,,,,
2085,harmonieux,adj,,,,
2085,harmonique,adj,,,,
2086,blond,adj,,,,
2086,un blondinet,nm,,,,
2087,un vélo,nm,,,,
2088,amer,adj,,,,
2088,une amertume,nf,,,,
2089,un orchestre,nm,,,,
2089,orchestrer,v,,,,
2090,foncier,adj,,,,
2091,un fouet,nm,,,,
2091,fouetter,v,,,,
2092,déménager,v,,,,
2092,un déménagement,nm,,,,
2093,esthétique,adj,,,,
2093,une esthétique,nf,,,,
2094,incomber,v,,,,
2095,un éventail,nm,,,,
2096,un solde; une solde,"nm, nf",,,,
2096,solder,v,,,,
2097,gâcher,v,,,,
2097,un gâchis,nm,,,,
2098,décent,adj,,,,
2098,indécent,adj,,,,
2099,éminent,adj,,,,
2099,éminemment,adv,,,,
2100,rayer,v,,,,
2101,une coulisse,nf,,,,
2102,inculper,v,,,,
2102,une inculpation,nf,,,,
2103,un spectre,nm,,,,
2103,spectral,adj,,,,
2104,un fléau,nm,,,,
2105,mou,adj,,,,
2105,un mou,nm,,,,
2105,un mollet,nm,,,,
2105,mollement,adv,,,,
2106,une soif,nf,,,,
2107,un essor,nm,,,,
2108,obséder,v,,,,
2108,une obsession,nf,,,,
2109,un pantalon,nm,,,,
2110,inhérent,adj,,,,
2111,une inondation,nf,,,,
2111,inonder,v,,,,
2112,un câble,nm,,,,
2112,câbler,v,,,,
2113,humble,adj,,,,
2113,une humilité,nf,,,,
2113,humblement,adv,,,,
2114,un fermier,nm,,,,
2114,fermier,adj,,,,
2115,hanter,v,,,,
2116,un cordon,nm,,,,
2117,une foudre,nf,,,,
2117,foudroyer,v,,,,
2118,néfaste,adj,,,,
2119,lasser,v,,,,
2119,une lassitude,nf,,,,
2120,stopper,v,,,,
2121,un rail,nm,,,,
2121,dérailler,v,,,,
2122,une lampe,nf,,,,
2123,triple,adj,,,,
2123,un triple,nm,,,,
2123,tripler,v,,,,
2124,supplier,v,,,,
2125,camoufler,v,,,,
2126,un cliché,nm,,,,
2127,un diamant,nm,,,,
2128,figer,v,,,,
2129,un éloge,nm,,,,
2130,odieux,adj,,,,
2131,nocturne,adj,,,,
2131,"un, une nocturne","nm, nf",,,,
2132,"un, une athlète","nm, nf",,,,
2132,un athlétisme,nm,,,,
2133,un poil,nm,,,,
2134,épanouir,v,,,,
2134,un épanouissement,nm,,,,
2135,murmurer,v,,,,
2135,un murmure,nm,,,,
2136,décerner,v,,,,
2137,un trottoir,nm,,,,
2138,enchanter,v,,,,
2138,un enchantement,nm,,,,
2139,un singe,nm,,,,
2140,rigide,adj,,,,
2140,une rigidité,nf,,,,
2141,une foire,nf,,,,
2142,élégant,adj,,,,
2142,une élégance,nf,,,,
2143,une crème,nf,,,,
2144,une charité,nf,,,,
2145,dévouer,v,,,,
2145,un dévouement,nm,,,,
2146,un chancelier,nm,,,,
2146,une chancellerie,nf,,,,
2147,une plaie,nf,,,,
2148,un rocher,nm,,,,
2148,une roche,nf,,,,
2148,un roc,nm,,,,
2148,rocheux,adj,,,,
2149,un tube,nm,,,,
2150,un coffre,nm,,,,
2151,forger,v,,,,
2152,périr,v,,,,
2153,notoire,adj,,,,
2153,une notoriété,nf,,,,
2154,un exode,nm,,,,
2155,graphique,adj,,,,
2156,un textile,nm,,,,
2156,textile,adj,,,,
2156,une texture,nf,,,,
2157,un chirurgien,nm,,,,
2157,une chirurgie,nf,,,,
2157,chirurgical,adj,,,,
2158,un orage,nm,,,,
2159,une boule,nf,,,,
2159,un boulet,nm,,,,
2160,une médiation,nf,,,,
2160,un médiateur,nm,,,,
2161,un hall,nm,,,,
2162,fasciner,v,,,,
2162,une fascination,nf,,,,
2162,fascinant,adj,,,,
2163,un dilemme,nm,,,,
2164,un ours,nm,,,,
2165,blâmer,v,,,,
2165,un blâme,nm,,,,
2166,un duc,nm,,,,
2166,une duchesse,nf,,,,
2167,un stress,nm,,,,
2167,stresser,v,,,,
2168,une concession,nf,,,,
2168,concéder,v,,,,
2169,une navette,nf,,,,
2170,un foie,nm,,,,
2171,un boulevard,nm,,,,
2172,une blague,nf,,,,
2173,inaugurer,v,,,,
2173,une inauguration,nf,,,,
2174,une contrepartie,nf,,,,
2175,doré,adj,,,,
2176,un convoi,nm,,,,
2177,une équation,nf,,,,
2178,humide,adj,,,,
2178,une humidité,nf,,,,
2179,un prophète,nm,,,,
2179,une prophétie,nf,,,,
2180,un micro,nm,,,,
2181,un gâteau,nm,,,,
2182,réitérer,v,,,,
2183,un verdict,nm,,,,
2184,guetter,v,,,,
2185,injecter,v,,,,
2185,une injection,nf,,,,
2186,caresser,v,,,,
2186,une caresse,nf,,,,
2187,un hymne,nm,,,,
2188,une caution,nf,,,,
2188,cautionner,v,,,,
2189,une cave,nf,,,,
2189,cave,adj,,,,
2190,un bond,nm,,,,
2190,bondir,v,,,,
2190,rebondir,v,,,,
2190,un rebondissement,nm,,,,
2191,enclin,adj,,,,
2192,une hépatite,nf,,,,
2193,blindé,adj,,,,
2193,blinder,v,,,,
2194,un clan,nm,,,,
2195,un garage,nm,,,,
2196,vulgaire,adj,,,,
2196,une vulgarité,nf,,,,
2197,féroce,adj,,,,
2198,une jungle,nf,,,,
2199,une case,nf,,,,
2199,caser,v,,,,
2200,craquer,v,,,,
2201,claquer,v,,,,
2201,une claque,nf,,,,
2202,buter,v,,,,
2203,une bulle,nf,,,,
2204,exciter,v,,,,
2204,une excitation,nf,,,,
2204,excitant,adj,,,,
2205,une munition,nf,,,,
2205,munir,v,,,,
2205,démunir,v,,,,
2205,démuni,adj,,,,
2205,prémunir,v,,,,
2206,un compliment,nm,,,,
2207,une cassette,nf,,,,
2208,rhétorique,adj,,,,
2208,une rhétorique,nf,,,,
2209,une cage,nf,,,,
2210,le golf,nm,,,,
2211,ravager,v,,,,
2211,un ravage,nm,,,,
2212,ajourner,v,,,,
2212,un ajournement,nm,,,,
2213,une détérioration,nf,,,,
2213,détériorer,v,,,,
2214,un cochon,nm,,,,
2215,barbare,adj,,,,
2215,"un, une barbare","nm, nf",,,,
2215,une barbarie,nf,,,,
2216,atroce,adj,,,,
2216,une atrocité,nf,,,,
2217,ancrer,v,,,,
2218,un cirque,nm,,,,
2219,confiner,v,,,,
2219,les confins,nm,,,,
2220,une sérénité,nf,,,,
2220,serein,adj,,,,
2221,cuire,v,,,,
2221,un cuisson,nm,,,,
2222,raser,v,,,,
2222,ras,adj,,,,
2222,un rasoir,nm,,,,
2223,un piano,nm,,,,
2223,"un, une pianiste","nm, nf",,,,
2224,un vaisseau,nm,,,,
2225,une interaction,nf,,,,
2225,interactif,adj,,,,
2225,interagir,v,,,,
2226,pessimiste,adj,,,,
2226,"un, une pessimiste","nm, nf",,,,
2226,un pessimisme,nm,,,,
2227,un sillage,nm,,,,
2227,sillonner,v,,,,
2227,un sillon,nm,,,,
2228,un synonyme,nm,,,,
2228,synonyme,adj,,,,
2229,hisser,v,,,,
2230,décoller,v,,,,
2230,un décollage,nm,,,,
2231,ferroviaire,adj,,,,
2232,dépouiller,v,,,,
2232,une dépouille,nf,,,,
2232,un dépouillement,nm,,,,
2233,une céréale,nf,,,,
2233,un céréalier,nm,,,,
2233,céréalier,adj,,,,
2234,une aire,nf,,,,
2235,un orgueil,nm,,,,
2235,orgueilleux,adj,,,,
2236,un cocktail,nm,,,,
2237,rigoler,v,,,,
2237,rigolo,adj,,,,
2238,exprès,adj,,,,
2238,exprès,adv,,,,
2239,s'écrouler,v,,,,
